gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PBANKA_0207800,2131.3404103902626,-1.0835873375523553,0.12518634638492615,-8.655794891724963,4.8948819134757364e-18,1.4957875490941888e-17
PBANKA_0208500,2109.885908363008,-1.9738766674702175,0.17317425400830097,-11.39821088748909,4.2679985904184634e-30,1.980443710215817e-29
PBANKA_0208600,1752.966416161066,-1.9466871885763648,0.11562373484973401,-16.836397743995235,1.3203340032466125e-63,1.5098752846015708e-62
PBANKA_0208700,7613.427790254271,-1.4263889469522382,0.10898813070814489,-13.087562266499551,3.8785699230251825e-39,2.3426198150102806e-38
PBANKA_0209900,1842.3142344302903,-1.908001850178081,0.11561926337841637,-16.50245637643687,3.522665556610538e-61,3.7531339449933387e-60
PBANKA_0210600,32058.121818965617,-1.2233389997254347,0.08612683796651113,-14.20392329045109,8.662381324656173e-46,6.251979564751847e-45
PBANKA_0210900,904.286055873611,-1.6072639502976565,0.1401871109418871,-11.465133559703137,1.9745472577315412e-30,9.228901170105824e-30
PBANKA_0211000,1980.190868583771,-1.2484239803572206,0.1446985526529095,-8.62775720605743,6.256671950933392e-18,1.9006395430639453e-17
PBANKA_0211400,4195.644073198137,-1.6627256435707964,0.1095818360800455,-15.173369082411035,5.308077371429164e-52,4.448756702503987e-51
PBANKA_0211500,14216.541890119595,-1.6902629959390816,0.11048361611365475,-15.298766055958055,7.79199664732533e-53,6.750440193120563e-52
PBANKA_0212100,28568.504879225668,-1.266004387559882,0.1805936610740978,-7.010237125878073,2.3791455282510495e-12,5.559983146403225e-12
PBANKA_0212400,3836.622913289284,-1.7837412561808148,0.1267369867433313,-14.074354314524307,5.460130844663015e-45,3.833265119595617e-44
PBANKA_0212500,635.810212764734,-1.317170946320211,0.16986929841578446,-7.754025939968314,8.902413077645887e-15,2.3433154832514443e-14
PBANKA_0213100,1911.7380634307058,-1.0800892651636276,0.14904722077733193,-7.24662465714285,4.272859222020155e-13,1.0347356967772103e-12
